review_text,sentiment_label,sentiment_score
The seasonal fruit was fresh white peach puree.,positive,0.8
It kept getting worse and worse so now I'm officially done.,negative,-0.8
This place should honestly be blown up.,negative,-0.8
But I definitely would not eat here again.,negative,-0.8
Do not waste your money here!,negative,-0.8
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,positive,0.8
The crêpe was delicate and thin and moist.,positive,0.8
Awful service.,negative,-0.8
Won't ever go here again.,negative,-0.8
Food quality has been horrible.,negative,-0.8
For that price I can think of a few place I would have much rather gone.,negative,-0.8
The service here is fair at best.,negative,-0.8
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",negative,-0.8
Do yourself a favor and stay away from this dish.,negative,-0.8
Very poor service.,negative,-0.8
No one at the table thought the food was above average or worth the wait that we had for it.,negative,-0.8
"Best service and food ever, Maria our server was so good and friendly she made our day.",positive,0.8
They were excellent.,positive,0.8
I paid the bill but did not tip because I felt the server did a terrible job.,negative,-0.8
Just had lunch here and had a great experience.,positive,0.8
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,negative,-0.8
Food is way overpriced and portions are fucking small.,negative,-0.8
I recently tried Caballero's and I have been back every week since!,positive,0.8
"for 40 bucks a head, i really expect better food.",negative,-0.8
The food came out at a good pace.,positive,0.8
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",positive,0.8
I won't be back.,negative,-0.8
We could not believe how dirty the oysters were!,negative,-0.8
This place deserves no stars.,negative,-0.8
I would not recommend this place.,negative,-0.8
"In fact I'm going to round up to 4 stars, just because she was so awesome.",positive,0.8
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",negative,-0.8
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",negative,-0.8
the potatoes were great and so was the biscuit.,positive,0.8
I probably would not go here again.,negative,-0.8
So flavorful and has just the perfect amount of heat.,positive,0.8
The price is reasonable and the service is great.,positive,0.8
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",negative,-0.8
My fella got the huevos rancheros and they didn't look too appealing.,negative,-0.8
"Went in for happy hour, great list of wines.",positive,0.8
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,positive,0.8
I probably won't be coming back here.,negative,-0.8
Worst food/service I've had in a while.,negative,-0.8
"This place is pretty good, nice little vibe in the restaurant.",positive,0.8
Talk about great customer service of course we will be back.,positive,0.8
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",negative,-0.8
I love their fries and their beans.,positive,0.8
Always a pleasure dealing with him.,positive,0.8
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",positive,0.8
This place is awesome if you want something light and healthy during the summer.,positive,0.8
"For sushi on the Strip, this is the place to go.",positive,0.8
"The service was great, even the manager came and helped with our table.",positive,0.8
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,negative,-0.8
"I started this review with two stars, but I'm editing it to give it only one.",negative,-0.8
this is the worst sushi i have ever eat besides Costco's.,negative,-0.8
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",positive,0.8
My boyfriend and i sat at the bar and had a completely delightful experience.,positive,0.8
Weird vibe from owners.,negative,-0.8
There was hardly any meat.,negative,-0.8
I've had better bagels from the grocery store.,negative,-0.8
Go To Place for Gyros.,positive,0.8
"I love the owner/chef, his one authentic Japanese cool dude!",positive,0.8
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",negative,-0.8
I found a six inch long piece of wire in my salsa.,negative,-0.8
"The service was terrible, food was mediocre.",negative,-0.8
We definately enjoyed ourselves.,positive,0.8
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,negative,-0.8
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",negative,-0.8
I had about two bites and refused to eat anymore.,negative,-0.8
The service was extremely slow.,negative,-0.8
"After 20 minutes wait, I got a table.",negative,-0.8
Seriously killer hot chai latte.,positive,0.8
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",negative,-0.8
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,positive,0.8
Their rotating beers on tap is also a highlight of this place.,positive,0.8
Pricing is a bit of a concern at Mellow Mushroom.,negative,-0.8
Worst Thai ever.,negative,-0.8
If you stay in Vegas you must get breakfast here at least once.,positive,0.8
I want to first say our server was great and we had perfect service.,positive,0.8
The pizza selections are good.,positive,0.8
"I had strawberry tea, which was good.",positive,0.8
Highly unprofessional and rude to a loyal patron!,negative,-0.8
"Overall, a great experience.",positive,0.8
Spend your money elsewhere.,negative,-0.8
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,positive,0.8
The Buffet at Bellagio was far from what I anticipated.,negative,-0.8
"And the drinks are WEAK, people!",negative,-0.8
-My order was not correct.,negative,-0.8
"Also, I feel like the chips are bought, not made in house.",negative,-0.8
After the disappointing dinner we went elsewhere for dessert.,negative,-0.8
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,positive,0.8
We won't be returning.,negative,-0.8
This is my new fav Vegas buffet spot.,positive,0.8
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,negative,-0.8
"Very, very sad.",negative,-0.8
"i felt insulted and disrespected, how could you talk and judge another human being like that?",negative,-0.8
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",negative,-0.8
I'm not impressed with the concept or the food.,negative,-0.8
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,negative,-0.8
"There is really nothing for me at postinos, hope your experience is better",negative,-0.8
I got food poisoning here at the buffet.,negative,-0.8
They brought a fresh batch of fries and I was thinking yay something warm but no!,negative,-0.8
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",negative,-0.8
"Needless to say, I won't be going back anytime soon.",negative,-0.8
This place is disgusting!,negative,-0.8
"Every time I eat here, I see caring teamwork to a professional degree.",positive,0.8
The RI style calamari was a joke.,negative,-0.8
"However, there was so much garlic in the fondue, it was barely edible.",negative,-0.8
"I could barely stomach the meal, but didn't complain because it was a business lunch.",negative,-0.8
"It was so bad, I had lost the heart to finish it.",negative,-0.8
It also took her forever to bring us the check when we asked for it.,negative,-0.8
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,negative,-0.8
Disappointing experience.,negative,-0.8
"The food is about on par with Denny's, which is to say, not good at all.",negative,-0.8
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",negative,-0.8
WAAAAAAyyyyyyyyyy over rated is all I am saying.,negative,-0.8
We won't be going back.,negative,-0.8
The place was fairly clean but the food simply wasn't worth it.,negative,-0.8
This place lacked style!!,negative,-0.8
"The sangria was about half of a glass wine full and was $12, ridiculous.",negative,-0.8
Don't bother coming here.,negative,-0.8
"The meat was pretty dry, I had the sliced brisket and pulled pork.",negative,-0.8
"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",negative,-0.8
It was equally awful.,negative,-0.8
Probably not in a hurry to go back.,negative,-0.8
very slow at seating even with reservation.,negative,-0.8
Not good by any stretch of the imagination.,negative,-0.8
The cashew cream sauce was bland and the vegetables were undercooked.,negative,-0.8
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",negative,-0.8
"It was a bit too sweet, not really spicy enough, and lacked flavor.",negative,-0.8
I was VERY disappointed!!,negative,-0.8
This place is horrible and way overpriced.,negative,-0.8
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",negative,-0.8
It wasn't busy at all and now we know why.,negative,-0.8
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,negative,-0.8
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",negative,-0.8
Con: spotty service.,negative,-0.8
"The fries were not hot, and neither was my burger.",negative,-0.8
But then they came back cold.,negative,-0.8
"Then our food came out, disappointment ensued.",negative,-0.8
The real disappointment was our waiter.,negative,-0.8
My husband said she was very rude... did not even apologize for the bad food or anything.,negative,-0.8
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,negative,-0.8
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",negative,-0.8
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,negative,-0.8
She was quite disappointed although some blame needs to be placed at her door.,negative,-0.8
After all the rave reviews I couldn't wait to eat here......what a disappointment!,negative,-0.8
Del Taco is pretty nasty and should be avoided if possible.,negative,-0.8
It's NOT hard to make a decent hamburger.,negative,-0.8
But I don't like it.,negative,-0.8
Hell no will I go back,negative,-0.8
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,negative,-0.8
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",negative,-0.8
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,negative,-0.8
The ambiance isn't much better.,negative,-0.8
"Unfortunately, it only set us up for disapppointment with our entrees.",negative,-0.8
The food wasn't good.,negative,-0.8
"Your servers suck, wait, correction, our server Heimer sucked.",negative,-0.8
What happened next was pretty....off putting.,negative,-0.8
"too bad cause I know it's family owned, I really wanted to like this place.",negative,-0.8
Overpriced for what you are getting.,negative,-0.8
I vomited in the bathroom mid lunch.,negative,-0.8
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",negative,-0.8
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",negative,-0.8
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,negative,-0.8
Food was below average.,negative,-0.8
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,negative,-0.8
"All in all, Ha Long Bay was a bit of a flop.",negative,-0.8
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,negative,-0.8
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,negative,-0.8
"It lacked flavor, seemed undercooked, and dry.",negative,-0.8
It really is impressive that the place hasn't closed down.,negative,-0.8
I would avoid this place if you are staying in the Mirage.,negative,-0.8
The refried beans that came with my meal were dried out and crusty and the food was bland.,negative,-0.8
Spend your money and time some place else.,negative,-0.8
A lady at the table next to us found a live green caterpillar In her salad.,negative,-0.8
the presentation of the food was awful.,negative,-0.8
I can't tell you how disappointed I was.,negative,-0.8
I think food should have flavor and texture and both were lacking.,negative,-0.8
Appetite instantly gone.,negative,-0.8
Overall I was not impressed and would not go back.,negative,-0.8
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",negative,-0.8
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",negative,-0.8
